Route Name,Ascent Label,Ascent ID,Ascent Link,Ascent Type,Route Grade,Ascent Grade,Route Gear Style,Ascent Gear Style,Route Height,Ascent Height,# Ascents,Route Stars,Route ID,Route Link,Country,Country Link,Crag Name,Crag Link,Crag Path,With,Comment,Quality,Ascent Date,Log Date,Shot
The cure,The cure,9914960679,http://www.thecrag.com/ascent/9914960679,Onsight,6b+,,Sport,Sport,30m,,1,***,14136121,http://www.thecrag.com/route/14136121,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Bric Scimarco - Settore Inferiore,,,Mega Classic,2014-07-21T00:00:00Z,2024-07-06T15:00:08Z,
Uccidi lo Schnauzer,Uccidi lo Schnzauzer,9914698389,http://www.thecrag.com/ascent/9914698389,Onsight,6a,,Sport,Sport,30m,,1,***,14136073,http://www.thecrag.com/route/14136073,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Bric Scimarco - Settore Inferiore,,,Classic,2014-07-21T00:00:00Z,2024-07-06T13:42:06Z,
Bombo dei campi,Bombo dei campi,9914609139,http://www.thecrag.com/ascent/9914609139,Onsight,6a,,Sport,Sport,20m,,1,***,2051390802,http://www.thecrag.com/route/2051390802,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Bric Scimarco - Settore Inferiore,,,Classic,2014-07-21T00:00:00Z,2024-07-06T13:10:08Z,
Per paola,Per paola,9872200485,http://www.thecrag.com/ascent/9872200485,Onsight,5c,,Sport,Sport,18m,,1,**,2051390907,http://www.thecrag.com/route/2051390907,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Bric Scimarco - Settore Inferiore,,,Very Good,2014-07-21T00:00:00Z,2024-06-28T16:38:43Z,
Dead men don't wear plaid,Dead men don't wear plaid,9872463354,http://www.thecrag.com/ascent/9872463354,Onsight,6c+,,Sport,Sport,25m,,1,***,16126447,http://www.thecrag.com/route/16126447,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Bastionata Boragni - Settore Sinistro,,,Classic,2014-07-17T00:00:00Z,2024-06-28T17:18:04Z,
Ciao Crem,Ciao Crem,9872160447,http://www.thecrag.com/ascent/9872160447,Red point,6c,,Sport,Sport,15m,,1,**,2768586597,http://www.thecrag.com/route/2768586597,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Gola dei Briganti - Inferiore,,,Classic,2014-07-12T00:00:00Z,2024-06-28T16:25:09Z,
Livelli di biecaggine,Livelli di biecaggine,9916915005,http://www.thecrag.com/ascent/9916915005,Onsight,5c,,Sport,Sport,10m,,1,**,16074151,http://www.thecrag.com/route/16074151,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Monte Sordo settore centrale,,,Very Good,2014-07-03T00:00:00Z,2024-07-06T22:54:45Z,
Sipario di Pietra,Sipario di pietra L1,9914931516,http://www.thecrag.com/ascent/9914931516,Onsight,5c,,Sport,Sport,60m,,1,**,16074247,http://www.thecrag.com/route/16074247,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Monte Sordo settore centrale,,,Mega Classic,2014-07-03T00:00:00Z,2024-07-06T14:52:49Z,
Amico Valter,Amico Valter,9916941336,http://www.thecrag.com/ascent/9916941336,Onsight,6a,,Sport,Sport,20m,,1,**,2012793351,http://www.thecrag.com/route/2012793351,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Felesia della priore,,,Very Good,2014-06-29T00:00:00Z,2024-07-06T23:00:30Z,
Bananarama,Bananarama,9880013967,http://www.thecrag.com/ascent/9880013967,Onsight,5c,,Sport,Sport,19m,,1,**,2012793549,http://www.thecrag.com/route/2012793549,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Felesia della priore,,,Average,2014-06-29T00:00:00Z,2024-06-29T20:18:26Z,
Annalisa,Annalisa,9877145928,http://www.thecrag.com/ascent/9877145928,Onsight,6a,,Sport,Sport,22m,,1,**,2012793648,http://www.thecrag.com/route/2012793648,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Felesia della priore,,,Very Good,2014-06-29T00:00:00Z,2024-06-29T16:22:48Z,
Tiramolla,Tiramolla,9876922692,http://www.thecrag.com/ascent/9876922692,Onsight,5c+,,Sport,Sport,20m,,1,*,2012794044,http://www.thecrag.com/route/2012794044,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Felesia della priore,,,Average,2014-06-29T00:00:00Z,2024-06-29T15:54:57Z,
Per uscire dalle tenebre,Per uscire dalle tenebre,9879554127,http://www.thecrag.com/ascent/9879554127,Onsight,6c+,,Sport,Sport,20m,,1,***,16099471,http://www.thecrag.com/route/16099471,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Grotta dell'Edera,,,Mega Classic,2014-06-19T00:00:00Z,2024-06-29T19:22:23Z,
Rank Xerox,Rank Xerox,9871937310,http://www.thecrag.com/ascent/9871937310,Red point,6c,,Sport,Sport,15m,,1,***,16099417,http://www.thecrag.com/route/16099417,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Grotta dell'Edera,,,Mega Classic,2014-06-19T00:00:00Z,2024-06-28T15:50:03Z,
Coconut,Coconut,9881696181,http://www.thecrag.com/ascent/9881696181,Onsight,6c,,Sport,Sport,27m,,9,***,16151899,http://www.thecrag.com/route/16151899,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Classic,2014-06-15T00:00:00Z,2024-06-30T04:23:51Z,
Tris,Tris,9877575531,http://www.thecrag.com/ascent/9877575531,Onsight,5c,,Sport,Sport,10m,,1,,16124815,http://www.thecrag.com/route/16124815,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Il Pilastro,,,Average,2014-06-07T00:00:00Z,2024-06-29T18:09:32Z,
Chi vola vale,Chi vola vale,9877539837,http://www.thecrag.com/ascent/9877539837,Flash,6b,,Sport,Sport,40m,,3,***,16124719,http://www.thecrag.com/route/16124719,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Avancorpo di Boragni,,,Classic,2014-06-07T00:00:00Z,2024-06-29T18:01:02Z,
A Scuola Dello Stregone,A scuola dallo stregone,9877156323,http://www.thecrag.com/ascent/9877156323,Flash,6b,,Sport,Sport,30m,,8,**,939274677,http://www.thecrag.com/route/939274677,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Il Pilastro,,,Classic,2014-06-07T00:00:00Z,2024-06-29T16:25:12Z,
Fuori tema,Fuori tema/Another spit in the wall L1,9877154406,http://www.thecrag.com/ascent/9877154406,Flash,6a+,,Sport,Sport,30m,,1,**,16124767,http://www.thecrag.com/route/16124767,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Avancorpo di Boragni,,,Very Good,2014-06-07T00:00:00Z,2024-06-29T16:25:00Z,
Vinavil,Vinavil,9871966836,http://www.thecrag.com/ascent/9871966836,Onsight,6c+,,Sport,Sport,28m,,1,***,2916042051,http://www.thecrag.com/route/2916042051,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Superpanza,,,Classic,2014-06-04T00:00:00Z,2024-06-28T15:53:24Z,
Scuola di pulizia,Scuola di pulizia,9916929918,http://www.thecrag.com/ascent/9916929918,Flash,6a+,,Sport,Unknown,,,1,,16141531,http://www.thecrag.com/route/16141531,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - La mansarda,,,Average,2014-06-03T00:00:00Z,2024-07-06T22:57:40Z,
C'hai 36 anni,C'hai 36 anni,9914678835,http://www.thecrag.com/ascent/9914678835,Flash,6a+,,Sport,Sport,17m,,1,**,2911456536,http://www.thecrag.com/route/2911456536,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Attico,,,Mega Classic,2014-06-02T00:00:00Z,2024-07-06T13:37:36Z,
Momenti di stidio,Momenti di stidio,9877574403,http://www.thecrag.com/ascent/9877574403,Flash,6a+,,Sport,Sport,15m,,1,**,2911457064,http://www.thecrag.com/route/2911457064,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Attico,,,Classic,2014-06-02T00:00:00Z,2024-06-29T18:09:17Z,
Piantala kuty,Piantala kuty,9876810672,http://www.thecrag.com/ascent/9876810672,Flash,6a,,Sport,Sport,15m,,1,**,2911455765,http://www.thecrag.com/route/2911455765,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Attico,,,Very Good,2014-06-02T00:00:00Z,2024-06-29T15:28:11Z,
Masso calato,Masso calato,9871986960,http://www.thecrag.com/ascent/9871986960,Onsight,6a+,,Sport,Sport,17m,,1,**,2911456008,http://www.thecrag.com/route/2911456008,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Attico,,,Classic,2014-06-02T00:00:00Z,2024-06-28T15:55:55Z,
Stati di alluci in azione,Stati di alluci in azione,9917015355,http://www.thecrag.com/ascent/9917015355,Flash,7a,,Sport,Sport,18m,,1,***,2492438175,http://www.thecrag.com/route/2492438175,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Il Vascello,,,Classic,2014-06-01T00:00:00Z,2024-07-06T23:09:09Z,
Gli orchtetti di Isengard,Gli orchetti di Isengard,9876996063,http://www.thecrag.com/ascent/9876996063,Flash,6c+,,Sport,Sport,18m,,1,**,2492437965,http://www.thecrag.com/route/2492437965,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Il Vascello,,,Classic,2014-06-01T00:00:00Z,2024-06-29T16:11:38Z,
Horcrux,Horocrux,9872014452,http://www.thecrag.com/ascent/9872014452,Flash,6c,,Sport,Sport,16m,,1,**,2492438274,http://www.thecrag.com/route/2492438274,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Il Vascello,,,Classic,2014-06-01T00:00:00Z,2024-06-28T16:01:18Z,
Mura di Anagor,Mura di Anagor L1 + L2,9879542277,http://www.thecrag.com/ascent/9879542277,Onsight,6c,,Sport,Sport,80m,,6,**,16152049,http://www.thecrag.com/route/16152049,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Mega Classic,2014-05-31T00:00:00Z,2024-06-29T19:20:35Z,
Fachirella,Fachirella,9879186546,http://www.thecrag.com/ascent/9879186546,Onsight,7a,,Sport,Sport,10m,,1,*,16153201,http://www.thecrag.com/route/16153201,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Good,2014-05-31T00:00:00Z,2024-06-29T19:09:29Z,
Ultima Via,Ultima Via,9878926659,http://www.thecrag.com/ascent/9878926659,Red point,6c,,Sport,Sport,30m,,29,***,16152769,http://www.thecrag.com/route/16152769,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Mega Classic,2014-05-31T00:00:00Z,2024-06-29T19:07:19Z,
Mc Coral,Mc Coral,9917011560,http://www.thecrag.com/ascent/9917011560,Onsight,6c,,Sport,Sport,27m,,1,**,2492553621,http://www.thecrag.com/route/2492553621,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Classic,2014-05-29T00:00:00Z,2024-07-06T23:08:31Z,
Akkord,Akkord,9872152401,http://www.thecrag.com/ascent/9872152401,Onsight,6b,,Sport,Sport,15m,,1,**,2492553726,http://www.thecrag.com/route/2492553726,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Classic,2014-05-29T00:00:00Z,2024-06-28T16:23:20Z,
Cessulè stu Casinu,Cussulè stu casinu,9917019657,http://www.thecrag.com/ascent/9917019657,Onsight,6a,,Sport,Sport,20m,,1,**,14131789,http://www.thecrag.com/route/14131789,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Pora - Paretina di Finalborgo,,,Classic,2014-05-28T00:00:00Z,2024-07-06T23:10:14Z,
Il labirinto,Il labirinto,9914949696,http://www.thecrag.com/ascent/9914949696,Onsight,6a,,Sport,Sport,21m,,1,**,14131669,http://www.thecrag.com/route/14131669,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Pora - Paretina di Finalborgo,,,Classic,2014-05-28T00:00:00Z,2024-07-06T14:55:52Z,
Medcamalia,Medcamalia,9879602562,http://www.thecrag.com/ascent/9879602562,Onsight,6b+,,Sport,Sport,20m,,1,**,14131573,http://www.thecrag.com/route/14131573,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Pora - Paretina di Finalborgo,,,Classic,2014-05-28T00:00:00Z,2024-06-29T19:32:32Z,
Sgrillettami,Sgrillettami,9876976230,http://www.thecrag.com/ascent/9876976230,Onsight,6a+,,Sport,Sport,20m,,1,***,14131621,http://www.thecrag.com/route/14131621,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Pora - Paretina di Finalborgo,,,Classic,2014-05-28T00:00:00Z,2024-06-29T16:03:12Z,
Il ragazzo con l'orecchino da pirla,Il ragazzo con l'orecchino da pirla,9872008026,http://www.thecrag.com/ascent/9872008026,Onsight,6a+,,Sport,Sport,21m,,1,***,1619307201,http://www.thecrag.com/route/1619307201,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Pora - Paretina di Finalborgo,,,Classic,2014-05-28T00:00:00Z,2024-06-28T15:58:34Z,
Gocce doc,Gocce doc,9879606390,http://www.thecrag.com/ascent/9879606390,Onsight,6b,,Sport,Sport,23m,,1,***,2492553936,http://www.thecrag.com/route/2492553936,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Mega Classic,2014-05-26T00:00:00Z,2024-06-29T19:33:12Z,
Topo gnam gnam,Topo gnam gnam,9879593715,http://www.thecrag.com/ascent/9879593715,Flash,6a+,,Sport,Sport,27m,,1,**,2492554254,http://www.thecrag.com/route/2492554254,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Classic,2014-05-26T00:00:00Z,2024-06-29T19:30:54Z,
Crateri,Crateri,9879580173,http://www.thecrag.com/ascent/9879580173,Onsight,6b,,Sport,Sport,18m,,1,***,2492553831,http://www.thecrag.com/route/2492553831,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Mega Classic,2014-05-26T00:00:00Z,2024-06-29T19:28:03Z,
Nazca,Nazca,9877058199,http://www.thecrag.com/ascent/9877058199,Onsight,6a+,,Sport,Sport,23m,,1,**,2492554149,http://www.thecrag.com/route/2492554149,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Classic,2014-05-26T00:00:00Z,2024-06-29T16:14:40Z,
Pilier Montezuma,Pilier Montezuma,9876862290,http://www.thecrag.com/ascent/9876862290,Onsight,6a+,,Sport,Sport,28m,,1,*,2492554359,http://www.thecrag.com/route/2492554359,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Strapatente - Settore gocce doc,,,Classic,2014-05-26T00:00:00Z,2024-06-29T15:44:33Z,
...Troppa,...Troppa,9872180895,http://www.thecrag.com/ascent/9872180895,Onsight,6b+,,Sport,Sport,27m,,1,***,16126495,http://www.thecrag.com/route/16126495,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Bastionata Boragni - Settore Sinistro,,,Mega Classic,2014-05-17T00:00:00Z,2024-06-28T16:33:26Z,
Sotto L'Edera,Sotto L'Edera,9877544502,http://www.thecrag.com/ascent/9877544502,Red point,6c,,Sport,Sport,25m,,1,***,16126927,http://www.thecrag.com/route/16126927,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Bastionata Boragni - Settore Sinistro,,,Mega Classic,2014-05-16T00:00:00Z,2024-06-29T18:02:23Z,
Vasconi,Vasconi,9877124844,http://www.thecrag.com/ascent/9877124844,Red point,6a,,Sport,Sport,12m,,3,**,16127023,http://www.thecrag.com/route/16127023,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Bastionata Boragni - Settore Sinistro,,,Classic,2014-05-16T00:00:00Z,2024-06-29T16:16:08Z,
Photoshop,Photoshop,9877542114,http://www.thecrag.com/ascent/9877542114,Onsight,6a,,Sport,Sport,28m,,1,**,2916045807,http://www.thecrag.com/route/2916045807,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Superpanza,,,Very Good,2014-05-14T00:00:00Z,2024-06-29T18:01:34Z,
Un bel regalo per il mio compleanno,Un bel regalo per il mio compleanno,9914590908,http://www.thecrag.com/ascent/9914590908,Onsight,6a+,,Sport,Sport,27m,,1,***,16095031,http://www.thecrag.com/route/16095031,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,Mega Classic,2014-05-03T00:00:00Z,2024-07-06T13:04:48Z,
Las Vegas,Las Vegas,9877126641,http://www.thecrag.com/ascent/9877126641,Onsight,6a+,,Sport,Sport,30m,,3,***,16095079,http://www.thecrag.com/route/16095079,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Striature Obese,,,Classic,2014-05-03T00:00:00Z,2024-06-29T16:16:39Z,
Hartman,Hartman,9881704347,http://www.thecrag.com/ascent/9881704347,Flash,6b+,,Sport,Sport,,,1,***,16150675,http://www.thecrag.com/route/16150675,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Placca del Polpaccio and Sahara Wall e Machetto,,,Classic,2014-05-01T00:00:00Z,2024-06-30T04:27:54Z,
10HP,10HP,9879690738,http://www.thecrag.com/ascent/9879690738,Red point,6a+,,Sport,Sport,15m,,1,**,16151659,http://www.thecrag.com/route/16151659,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Very Good,2014-05-01T00:00:00Z,2024-06-29T19:36:09Z,
Turbo Diesel,Turbo Diesel,9872203482,http://www.thecrag.com/ascent/9872203482,Flash,7a,,Sport,Sport,27m,,2,***,16151707,http://www.thecrag.com/route/16151707,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Monte Cucco - Fenia,,,Mega Classic,2014-05-01T00:00:00Z,2024-06-28T16:39:16Z,
La via del Gurka,La via del Gurka,9879686358,http://www.thecrag.com/ascent/9879686358,Flash,6a+,,Sport,Sport,8m,,1,**,5393317119,http://www.thecrag.com/route/5393317119,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2014-04-28T00:00:00Z,2024-06-29T19:36:00Z,
Abbiò,Abbiò,9877571679,http://www.thecrag.com/ascent/9877571679,Flash,6c+,,Sport,Sport,30m,,1,***,16083409,http://www.thecrag.com/route/16083409,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Placconata centrale di Rian Cornei,,,Mega Classic,2014-04-28T00:00:00Z,2024-06-29T18:08:55Z,
Jana,Jana,9872411985,http://www.thecrag.com/ascent/9872411985,Red point,6c,,Sport,Sport,15m,,1,**,16081441,http://www.thecrag.com/route/16081441,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Classic,2014-04-28T00:00:00Z,2024-06-28T17:10:25Z,
Danzig,Danzig,9872394543,http://www.thecrag.com/ascent/9872394543,Red point,6b+,,Sport,Sport,15m,,1,***,16081633,http://www.thecrag.com/route/16081633,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Falesia del guru,,,Mega Classic,2014-04-28T00:00:00Z,2024-06-28T17:07:32Z,
Il Fiore di Berlino,Il Fiore di Berlino,9879326838,http://www.thecrag.com/ascent/9879326838,Red point,6b,,Sport,Sport,22m,,1,***,16086745,http://www.thecrag.com/route/16086745,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Camelot - Camelot 1,,,Mega Classic,2014-04-21T00:00:00Z,2024-06-29T19:12:57Z,
Il gatto e la volpe,Il gatto e la volpe,9870614397,http://www.thecrag.com/ascent/9870614397,Red point,6a+,,Sport,Sport,20m,,2,***,16123375,http://www.thecrag.com/route/16123375,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Placca dei Maleducati,,,,2014-04-20T00:00:00Z,2024-06-28T09:50:21Z,
Cece,Cece,9873454509,http://www.thecrag.com/ascent/9873454509,Red point,6a+,,Sport,Sport,,,1,**,16121791,http://www.thecrag.com/route/16121791,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle Aquila - Sakrestia,,,Very Good,2014-04-17T00:00:00Z,2024-06-28T22:15:06Z,
Megalitica,Megalitica,9914961594,http://www.thecrag.com/ascent/9914961594,Onsight,6c,,Sport,Sport,25m,,1,**,1642038690,http://www.thecrag.com/route/1642038690,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Domus Aurea,,,Classic,2014-04-16T00:00:00Z,2024-07-06T15:00:22Z,
Agnus dei,Agnus dei,9876883758,http://www.thecrag.com/ascent/9876883758,Onsight,6a+,,Sport,Sport,18m,,1,**,1642038276,http://www.thecrag.com/route/1642038276,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Boragni - Domus Aurea,,,Classic,2014-04-16T00:00:00Z,2024-06-29T15:49:26Z,
Etilica,Etilica,9879584142,http://www.thecrag.com/ascent/9879584142,Flash,6a,,Sport,Sport,18m,,1,**,16087225,http://www.thecrag.com/route/16087225,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Camelot - Camelot 1,,,Classic,2014-04-12T00:00:00Z,2024-06-29T19:28:52Z,
Solingo,Solingo,9878787597,http://www.thecrag.com/ascent/9878787597,Flash,6c,,Sport,Sport,20m,,1,**,16086649,http://www.thecrag.com/route/16086649,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Valle di Rian Cornei - Camelot - Camelot 1,,,Classic,2014-04-12T00:00:00Z,2024-06-29T19:06:07Z,
Free Nelson Mandela,Free Nelson Mandela,9878895768,http://www.thecrag.com/ascent/9878895768,Onsight,6c,,Sport,Sport,22m,,1,**,16072855,http://www.thecrag.com/route/16072855,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Lo specchio,,,Mega Classic,2014-04-11T00:00:00Z,2024-06-29T19:06:58Z,
Fessura Oliva,Fessura Oliva L2,9877569768,http://www.thecrag.com/ascent/9877569768,Flash,6a,,Sport,Sport,55m,,1,**,16073479,http://www.thecrag.com/route/16073479,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Monte Sordo settore centrale,,,Classic,2014-04-11T00:00:00Z,2024-06-29T18:08:35Z,
Il cammino di isengard,Il cammino di isengard,9877148916,http://www.thecrag.com/ascent/9877148916,Flash,6a+,,Sport,Sport,30m,,1,**,16072279,http://www.thecrag.com/route/16072279,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Lo specchio,,,Mega Classic,2014-04-11T00:00:00Z,2024-06-29T16:23:46Z,
I Gioielli di Val,I Gioielli di Val,9917025372,http://www.thecrag.com/ascent/9917025372,Red point,6b,,Sport,Sport,25m,,1,***,14137129,http://www.thecrag.com/route/14137129,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Paretina di Pian Marino,,,Mega Classic,2014-04-09T00:00:00Z,2024-07-06T23:12:39Z,
Brutta,Brutta,9881722671,http://www.thecrag.com/ascent/9881722671,Onsight,3b,,Sport,Sport,9m,,1,,14136457,http://www.thecrag.com/route/14136457,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Paretina di Pian Marino,,,Good,2014-04-09T00:00:00Z,2024-06-30T04:33:54Z,
Goriamatic,Goriamatic,9879790386,http://www.thecrag.com/ascent/9879790386,Red point,6a,,Sport,Sport,10m,,1,**,14137417,http://www.thecrag.com/route/14137417,Italy,http://www.thecrag.com/area/11747371,Finale Ligure,http://www.thecrag.com/area/11881249,Finale Ligure - Rocca Carpanea - Paretina di Pian Marino,,,Very Good,2014-04-09T00:00:00Z,2024-06-29T19:40:53Z,
